31	NC_005916	49146106 49146109 49146110 49146111 49146112 49146113 49146114 49146115 49146117 49146118 49146119 49146120 49146121 49146125 49146126 49146127 49146131 49146132 49146133 49146134 49146135 49146136 49146138 49146139 49146142 49146143 49146144 49146145 49146146 49146147 49146153
2	NC_014149	296051604 296051610
17	NC_014148	296120624 296120731 296120806 296121150 296121308 296121320 296121362 296121441 296122388 296122593 296122777 296122852 296123074 296123097 296123311 296123690 296123875
16	NC_017053	383493296 383493414 383493570 383493571 383493653 383493974 383494090 383494148 383494229 383494292 383494297 383494437 383494639 383494736 383494745 383494820
1	NC_012851	241258213
12	NC_009788	157149433 157149439 157149442 157149452 157149455 157149457 157149460 157149461 157149469 157149482 157149486 157149494
3	NC_012853	241518207 241518214 241518609
1	NC_012852	241258827
12	NC_012855	241589553 241589554 241589555 241589585 241589586 241589634 241589817 241589819 241589904 241589911 241589913 241589939
2	NC_012854	241554094 241554267
10	NC_012857	241665079 241665461 241665468 241665497 241665498 241665900 241665998 241666000 241666033 241666034
51	NC_012856	241661631 241661711 241661822 241661823 241661874 241662243 241662244 241662256 241662258 241662310 241662333 241662349 241662353 241662396 241662446 241662448 241662554 241662627 241662636 241662642 241662646 241662647 241662873 241663730 241663732 241663820 241663863 241663999 241664108 241664109 241664242 241664250 241664252 241664257 241664358 241664360 241664402 241664436 241664479 241664557 241664559 241664636 241664696 241664701 241664714 241664721 241664744 241664751 241664818 241664950 241665031
1	NC_009780	156936639
271	NC_009783	156972396 156972483 156972545 156972547 156972550 156972551 156972552 156972553 156972555 156972556 156972557 156972558 156972559 156972560 156972637 156972641 156972655 156972666 156972667 156972668 156972669 156972670 156972671 156972710 156972711 156972712 156972713 156972740 156972783 156972791 156972792 156972802 156972803 156972804 156972820 156972821 156972823 156972825 156972834 156972860 156972863 156972869 156972872 156972875 156972880 156972881 156973021 156973033 156973038 156973039 156973104 156973118 156973160 156973162 156973165 156973210 156973253 156973269 156973275 156973291 156973313 156973330 156973331 156973348 156973349 156973375 156973392 156973401 156973404 156973405 156973408 156973410 156973414 156973429 156973433 156973437 156973456 156973458 156973462 156973466 156973491 156973497 156973518 156973519 156973560 156973601 156973646 156973678 156973679 156973746 156973749 156973751 156973753 156973757 156973763 156973764 156973765 156973774 156973777 156973778 156973782 156973792 156973793 156973874 156973912 156973915 156973916 156973917 156973934 156973935 156973947 156973951 156973952 156973954 156973955 156973956 156973957 156973959 156973961 156973965 156973966 156973973 156973975 156974003 156974005 156974006 156974007 156974008 156974035 156974059 156974064 156974072 156974079 156974088 156974090 156974091 156974149 156974150 156974151 156974152 156974167 156974192 156974211 156974215 156974220 156974221 156974222 156974226 156974231 156974232 156974233 156974288 156974291 156974303 156974306 156974307 156974310 156974311 156974328 156974329 156974336 156974368 156974379 156974419 156974427 156974431 156974432 156974433 156974434 156974437 156974440 156974441 156974442 156974443 156974455 156974456 156974460 156974471 156974564 156974608 156974609 156974622 156974623 156974659 156974683 156974692 156974694 156974695 156974720 156974721 156974724 156974729 156974745 156974774 156974777 156974778 156974829 156974846 156974855 156974856 156974872 156974879 156974880 156974884 156974885 156974886 156974894 156974897 156974922 156974925 156974926 156974967 156974977 156974980 156975071 156975072 156975073 156975082 156975086 156975087 156975088 156975089 156975091 156975094 156975095 156975146 156975150 156975154 156975155 156975159 156975160 156975162 156975167 156975168 156975171 156975188 156975192 156975229 156975242 156975245 156975248 156975250 156975273 156975274 156975283 156975296 156975301 156975328 156975343 156975346 156975362 156975382 156975441 156975444 156975445 156975459 156975527 156975535 156975565 156975598 156975624 156975704 156975740 156975772 156975787 156975830 156975841 156975937 156975938 156975948 156975949
38	NC_009782	156978358 156978367 156978385 156978386 156978391 156978392 156978396 156978697 156978712 156978720 156978743 156978816 156978949 156978958 156979110 156979174 156979252 156979483 156979573 156979709 156979816 156979934 156979945 156979976 156979977 156980016 156980037 156980101 156980103 156980120 156980176 156980297 156980319 156980344 156980396 156980527 156980694 156980816
8	NC_009785	157149671 157150450 157150632 157150874 157151140 157151461 157151477 157151597
195	NC_009784	156975959 156975962 156975963 156975965 156975967 156975970 156976020 156976033 156976041 156976097 156976099 156976117 156976159 156976172 156976173 156976188 156976225 156976230 156976246 156976281 156976286 156976293 156976296 156976303 156976304 156976307 156976308 156976311 156976312 156976313 156976315 156976344 156976402 156976436 156976439 156976446 156976490 156976498 156976499 156976522 156976523 156976527 156976537 156976576 156976579 156976600 156976667 156976680 156976700 156976701 156976734 156976735 156976736 156976747 156976769 156976775 156976785 156976797 156976828 156976830 156976844 156976845 156976850 156976852 156976869 156976873 156976874 156976876 156976881 156976882 156976883 156976884 156976911 156976916 156976936 156976955 156976956 156976957 156976958 156976959 156976960 156976965 156976966 156976969 156976970 156976972 156977005 156977037 156977056 156977057 156977064 156977065 156977093 156977107 156977109 156977110 156977111 156977114 156977120 156977124 156977143 156977181 156977189 156977195 156977197 156977199 156977200 156977201 156977202 156977203 156977211 156977212 156977214 156977215 156977216 156977228 156977229 156977244 156977245 156977258 156977269 156977270 156977272 156977273 156977286 156977294 156977295 156977298 156977300 156977304 156977366 156977395 156977396 156977432 156977436 156977460 156977473 156977488 156977502 156977525 156977563 156977588 156977592 156977600 156977605 156977614 156977651 156977653 156977696 156977701 156977702 156977736 156977746 156977773 156977777 156977800 156977885 156977886 156977911 156977977 156977979 156977983 156977985 156977987 156977991 156977996 156978016 156978021 156978022 156978026 156978028 156978055 156978074 156978095 156978114 156978140 156978143 156978146 156978157 156978159 156978160 156978163 156978164 156978166 156978167 156978173 156978174 156978181 156978245 156978256 156978273 156978275 156978298 156978315 156978318
14	NC_009786	157149331 157149334 157149335 157149339 157149341 157149345 157149348 157149365 157149373 157149375 157149382 157149384 157149387 157149395
75	NC_011726	218245043 218245226 218245254 218245256 218245265 218245340 218245459 218245460 218245482 218245515 218245531 218245705 218245706 218245743 218245856 218245956 218245966 218246013 218246034 218246044 218246045 218246185 218246186 218246193 218246244 218246367 218246368 218246495 218246645 218246685 218246754 218246820 218246864 218246998 218247585 218247619 218247628 218247637 218247658 218247665 218247673 218247751 218247755 218247759 218247765 218247782 218247947 218247948 218247949 218247980 218248077 218248135 218248150 218248152 218248259 218248329 218248380 218248581 218248604 218248627 218248634 218248635 218248673 218248675 218248679 218248680 218248681 218248731 218248758 218248844 218248871 218248914 218248967 218249007 218249142
1	NC_011727	218249160
36	NC_011725	218231124 218231138 218231768 218231776 218232136 218232176 218232329 218232470 218232575 218232634 218232685 218232768 218232818 218232885 218232910 218232996 218233049 218233249 218233332 218233486 218234052 218234409 218234471 218234478 218234923 218235095 218235119 218235142 218235466 218235513 218235597 218235700 218235856 218235925 218236017 218236156
2	NC_011722	218203921 218203928
4	NC_011723	218203934 218203947 218203948 218203973
3	NC_011720	218202743 218202761 218202785
7	NC_011721	218203855 218203858 218203862 218203864 218203873 218203875 218203887
16	NC_010635	186897508 186897511 186897516 186897524 186897529 186897530 186897533 186897534 186897537 186897539 186897544 186897549 186897550 186897551 186897558 186897561
64	NC_008095	108756774 108756780 108756797 108756951 108757122 108757372 108757424 108757439 108757625 108757736 108757739 108757887 108758015 108758112 108758145 108758195 108758243 108758535 108758544 108758556 108758603 108758805 108758829 108758883 108759053 108759133 108759364 108759378 108759410 108759650 108760005 108760016 108760045 108760213 108760313 108760467 108760489 108760611 108760615 108760666 108760783 108760952 108761183 108761321 108761635 108761706 108761837 108761918 108761974 108761993 108762062 108762315 108762439 108762590 108762667 108762704 108762947 108762966 108762996 108763009 108763279 108763349 108763622 108763922
5	NC_010633	186687006 186687030 186687043 186687046 186687047
9	NC_010632	186687080 186687121 186687130 186687157 186687180 186687192 186687194 186687205 186687229
17	NC_010631	186686746 186686754 186686755 186686787 186686790 186686804 186686815 186686835 186686840 186686841 186686844 186686848 186686878 186686893 186686908 186686916 186686937
6	NC_010630	186686687 186686691 186686693 186686716 186686734 186686735
30	NC_009943	158520305 158520653 158520677 158520810 158520861 158521225 158521226 158521232 158521395 158521495 158521685 158521712 158521795 158521820 158521837 158521838 158521872 158521883 158522144 158522309 158522468 158522508 158522648 158522719 158522744 158522916 158522964 158523101 158523163 158523260
21	NC_017114	384043828 384043832 384043833 384043837 384043838 384043839 384043840 384043841 384043842 384043843 384043844 384043845 384043846 384043865 384043866 384043872 384043873 384043882 384043883 384043886 384043887
4	NC_005042	33239543 33239731 33239975 33240760
3	NC_005043	33241363 33241578 33242394
2	NC_008568	117621801 117621822
1	NC_008566	117621718
1	NC_008567	117621761
46	NC_005823	45656169 45656170 45656247 45656401 45656411 45656554 45656638 45656639 45656674 45656675 45656678 45656776 45656777 45656778 45656779 45656868 45656869 45656916 45657224 45657225 45657324 45657325 45657346 45657347 45657354 45657437 45657471 45657888 45657905 45658034 45658264 45658352 45658499 45658556 45658720 45658727 45658888 45658889 45658893 45658894 45658937 45658938 45658982 45658983 45659193 45659195
1	NC_005824	45655681
70	NC_008563	117622324 117622419 117622520 117622530 117622556 117622590 117622786 117622787 117623076 117623084 117623086 117623112 117623113 117623120 117623322 117623324 117623342 117623454 117623473 117623486 117623597 117623649 117624063 117624139 117624154 117624156 117624187 117624188 117624195 117624196 117624294 117624536 117624562 117624733 117624810 117624811 117624813 117624876 117624890 117625054 117625055 117625125 117625176 117625194 117625199 117625200 117625215 117625216 117625229 117625230 117625444 117625451 117626070 117626432 117626468 117626469 117626471 117626472 117626476 117626477 117626479 117626481 117626482 117626484 117626620 117626621 117626657 117626687 117626701 117626731
9	NC_016050	350273429 350273485 350273589 350273620 350273669 350273670 350273815 350273871 350273946
186	NC_004088	161484739 161484900 22123962 22123963 22123964 22123965 22123983 22123986 22124030 22124031 22124039 22124058 22124145 22124201 22124202 22124203 22124222 22124269 22124292 22124335 22124371 22124372 22124381 22124390 22124391 22124401 22124418 22124419 22124420 22124421 22124509 22124556 22124557 22124562 22124584 22124607 22124623 22124662 22124665 22124666 22124667 22124683 22124771 22124799 22124808 22124814 22124815 22124816 22124844 22124845 22124902 22124912 22124913 22124914 22125012 22125025 22125026 22125036 22125046 22125107 22125116 22125117 22125118 22125119 22125202 22125212 22125218 22125219 22125263 22125270 22125307 22125318 22125381 22125394 22125439 22125446 22125447 22125511 22125565 22125566 22125637 22125642 22125655 22125662 22125675 22125746 22125747 22125782 22125833 22125834 22125835 22125870 22125881 22125913 22125914 22125930 22126030 22126031 22126032 22126039 22126071 22126097 22126111 22126112 22126113 22126184 22126208 22126227 22126228 22126277 22126294 22126295 22126308 22126309 22126319 22126320 22126346 22126458 22126459 22126461 22126487 22126528 22126554 22126599 22126600 22126614 22126620 22126621 22126623 22126642 22126671 22126672 22126674 22126685 22126798 22126842 22126894 22126956 22126957 22126961 22126966 22126967 22127021 22127025 22127026 22127088 22127089 22127090 22127147 22127152 22127199 22127226 22127227 22127231 22127232 22127264 22127283 22127284 22127314 22127355 22127470 22127488 22127489 22127512 22127518 22127561 22127569 22127607 22127665 22127668 22127669 22127670 22127681 22127688 22127689 22127690 22127732 22127766 22127857 22127900 22127901 22127920 22127922 22127936 22127941 22127976
48	NC_004461	27466954 27466955 27466969 27466974 27466975 27466989 27466994 27466997 27467008 27467019 27467079 27467200 27467415 27467486 27467546 27467547 27467569 27467570 27467585 27467593 27467605 27467628 27467629 27467726 27467727 27467846 27467906 27467931 27468099 27468210 27468217 27468227 27468371 27468373 27468390 27468427 27468530 27468531 27468639 27468757 27468818 27468901 27468997 27469123 27469126 27469178 27469213 27469263
8	NC_015709	338707276 338707371 338707613 338707983 338708007 338708049 338708190 338708334
82	NC_008800	123440490 123440588 123440677 123440694 123440831 123440906 123440964 123441103 123441182 123441183 123441204 123441206 123441218 123441324 123441325 123441339 123441347 123441464 123441465 123441476 123441504 123441510 123441542 123441691 123441839 123441841 123441873 123441901 123441950 123441961 123441995 123441997 123442036 123442083 123442090 123442091 123442094 123442100 123442101 123442106 123442109 123442111 123442112 123442150 123442196 123442197 123442200 123442607 123442681 123442748 123442845 123442846 123442848 123442849 123442990 123443251 123443253 123443254 123443273 123443375 123443450 123443451 123443493 123443525 123443571 123443576 123443602 123443606 123443623 123443642 123443651 123443687 123443710 123443911 123444008 123444009 123444052 123444053 123444286 557299300 557299303 557299305
5	NC_003277	17233417 17233421 17233422 17233495 17233496
40	NC_003276	17233018 17233021 17233022 17233024 17233025 17233041 17233092 17233101 17233102 17233122 17233128 17233131 17233159 17233161 17233162 17233163 17233164 17233165 17233168 17233169 17233174 17233177 17233194 17233219 17233244 17233247 17233261 17233262 17233265 17233284 17233319 17233321 62946409 62946420 62946422 62946426 62946446 62946447 62946473 62946483
4	NC_003273	17232883 17232918 17232932 17232939
97	NC_003272	17227511 17227512 17227514 17227515 17227745 17227802 17227810 17227858 17227859 17228048 17228049 17228084 17228086 17228173 17228174 17228227 17228494 17228510 17228594 17228652 17228707 17228937 17228952 17228956 17229023 17229061 17229100 17229101 17229176 17229177 17229218 17229219 17229288 17229345 17229346 17229350 17229351 17229463 17229464 17229478 17229484 17229557 17229558 17229559 17229567 17229637 17229644 17229659 17229660 17229991 17230156 17230175 17230184 17230185 17230186 17230190 17230211 17230265 17230266 17230574 17230599 17230716 17230863 17230864 17230876 17230995 17231063 17231102 17231103 17231116 17231121 17231122 17231128 17231174 17231226 17231478 17231574 17231596 17231891 17231892 17231930 17231931 17231957 17232120 17232167 17232226 17232248 17232308 17232309 17232359 17232360 17232442 17232484 17232649 17232650 17232699 17232720
2	NC_003270	17227484 17227489
6	NC_013930	290242972 290243019 290243059 290243122 290243167 290243168
52	NC_011658	217957611 217957845 217957912 217958034 217958087 217958112 217958134 217958196 217958276 217958401 217958437 217958496 217958515 217958619 217958683 217959037 217959103 217959192 217959606 217959631 217959653 217960355 217960546 217960590 217960619 217960951 217960953 217960993 217961112 217961123 217961135 217961251 217961355 217961378 217961405 217961413 217961583 217961876 217961889 217962232 217962485 217962497 217962542 217962617 217962621 217962623 270000503 270000504 270000505 270000506 270000507 270000516
20	NC_017297	384461116 384461136 384461137 384461232 384461662 384462129 384462130 384462152 384462157 384462215 384462404 384462645 384462746 384462874 384463111 384463429 384463458 384463626 384463656 384463675
27	NC_012850	241202873 241202887 241202916 241202946 241202967 241203028 241203215 241203306 241203472 241203474 241203981 241204199 241204252 241204443 241204691 241204693 241204892 241204954 241205371 241205414 241205965 241206577 241206644 241206854 241207034 241207047 241207275
95	NC_009706	153952691 153952694 153952734 153952897 153952898 153952933 153952934 153952935 153953051 153953052 153953082 153953104 153953131 153953132 153953194 153953195 153953205 153953226 153953231 153953232 153953298 153953299 153953470 153953866 153953934 153954035 153954127 153954207 153954284 153954340 153954341 153954348 153954349 153954352 153954353 153954363 153954364 153954488 153954536 153954579 153954641 153954699 153954700 153954701 153954708 153954709 153954895 153954986 153955140 153955141 153955156 153955157 153955212 153955238 153955239 153955240 153955293 153955294 153955367 153955368 153955475 153955478 153955486 153955487 153955488 153955521 153955537 153955551 153955552 153955558 153955585 153955648 153955706 153955709 153955710 153955714 153955747 153955748 153955841 153955929 153955937 153956004 153956014 153956053 153956129 153956217 153956336 153956370 153956414 153956415 153956420 153956423 153956424 153956425 153956426
66	NC_011653	217076147 217076245 217076402 217076494 217076507 217076522 217076610 217076614 217076617 217076666 217076717 217076857 217076905 217076967 217077069 217077072 217077093 217077096 217077185 217077335 217077346 217077503 217078027 254555126 254555127 254555128 254555129 254555130 254555131 254555132 254555133 254555134 254555135 254555136 254555137 254555138 254555139 254555140 254555141 254555142 254555143 254555144 254555145 254555146 254555147 254555148 254555149 254555150 254555151 254555152 254555153 254555154 254555155 254555156 254555157 254555158 254555159 254555160 254555161 254555162 254555163 254555164 254555165 254555166 254555167 254555168
3	NC_011656	217322932 217322971 217322972
25	NC_011655	217956700 217956741 217956751 217956752 217956762 217956788 217956791 217956800 217956818 217956830 217956843 217956844 217956845 217956847 217956851 217956852 217956853 217956856 217956857 217956865 217956874 217956878 217956900 270000253 270000254
176	NC_008782	121592477 121592524 121592525 121592759 121592792 121592846 121592978 121593000 121593002 121593003 121593004 121593017 121593142 121593162 121593164 121593178 121593230 121593231 121593252 121593257 121593258 121593329 121593331 121593335 121593347 121593363 121593407 121593477 121593520 121593529 121593562 121593624 121593626 121593627 121593630 121593631 121593633 121593634 121593635 121593637 121593643 121593713 121593723 121593736 121593738 121593739 121593740 121593742 121593743 121593745 121593775 121593776 121593817 121593821 121593823 121593837 121593847 121593848 121593894 121593938 121593972 121593977 121594103 121594104 121594108 121594119 121594120 121594121 121594122 121594170 121594171 121594209 121594210 121594211 121594218 121594219 121594227 121594231 121594233 121594236 121594239 121594243 121594246 121594276 121594284 121594304 121594324 121594332 121594333 121594360 121594456 121594460 121594470 121594471 121594495 121594496 121594497 121594503 121594504 121594515 121594516 121594518 121594545 121594579 121594584 121594771 121594784 121594785 121594796 121594798 121594801 121594884 121594949 121594950 121594962 121594979 121594981 121594982 121594991 121594993 121595010 121595033 121595041 121595053 121595125 121595186 121595187 121595215 121595236 121595238 121595242 121595246 121595270 121595275 121595298 121595321 121595322 121595357 121595361 121595362 121595394 121595395 121595403 121595404 121595487 121595633 121595642 121595667 121595668 121595669 121595672 121595676 121595677 121595678 121595686 121595695 121595703 121595707 121595723 121595736 121595885 121595905 121595906 121595909 121595977 121595994 121596055 121596070 121596071 121596192 121596204 121596325 121596326 121596356 121596416 121596438
8	NC_008783	121601884 121602161 121602174 121602434 121602525 121602777 121602812 121602885
123	NC_008781	121602996 121602997 121603058 121603059 121603082 121603188 121603192 121603195 121603262 121603263 121603325 121603326 121603330 121603331 121603332 121603334 121603335 121603336 121603338 121603339 121603340 121603341 121603342 121603343 121603344 121603365 121603449 121603453 121603504 121603505 121603524 121603539 121603540 121603593 121603780 121603879 121603967 121604044 121604046 121604082 121604146 121604147 121604185 121604186 121604201 121604299 121604300 121604301 121604302 121604543 121604642 121604643 121604645 121604646 121604647 121604648 121604649 121604650 121604651 121604652 121604653 121604654 121604655 121604656 121604707 121604726 121604727 121604735 121604811 121604833 121604890 121604892 121604984 121604985 121605152 121605183 121605339 121605361 121605364 121605365 121605368 121605369 121605410 121605416 121605418 121605470 121605537 121605658 121605750 121605792 121605888 121605999 121606004 121606041 121606063 121606099 121606131 121606208 121606223 121606291 121606292 121606293 121606322 121606350 121606351 121606444 121606521 121606522 121606523 121606524 121606550 121606612 121606656 121606768 121606809 121606816 121606865 121606883 121606892 121606917 121606918 121606977 121606978
139	NC_008786	121607109 121607128 121607131 121607132 121607283 121607286 121607294 121607407 121607503 121607514 121607538 121607624 121607704 121607705 121607721 121607722 121607848 121607960 121607963 121608043 121608125 121608262 121608352 121608375 121608376 121608377 121608385 121608389 121608396 121608406 121608453 121608623 121608682 121608726 121608751 121608817 121608818 121609159 121609172 121609174 121609284 121609287 121609351 121609404 121609437 121609440 121609445 121609478 121609479 121609480 121609481 121609482 121609483 121609491 121609565 121609566 121609572 121609573 121609585 121609586 121609587 121609646 121609714 121609715 121609716 121609718 121609724 121609799 121609926 121609937 121609938 121610048 121610049 121610050 121610052 121610077 121610126 121610278 121610281 121610284 121610292 121610295 121610296 121610303 121610318 121610473 121610579 121610587 121610606 121610619 121610650 121610661 121610720 121610763 121610764 121610766 121610768 121610778 121610796 121610980 121611043 121611076 121611081 121611091 121611092 121611095 121611116 121611191 121611212 121611216 121611217 121611295 121611296 121611321 121611389 121611434 121611435 121611441 121611464 121611510 121611549 121611566 121611574 121611575 121611576 121611589 121611590 121611591 121611604 121611605 121611613 121611616 121611617 121611622 121611623 121611778 121611779 121611781 121611785
3	NC_008787	121612956 121612957 121613547
65	NC_008784	121596450 121596458 121596483 121596501 121596536 121596564 121596662 121596675 121596677 121596710 121596713 121596723 121596759 121596806 121596835 121596848 121596882 121596896 121596985 121596988 121597000 121597006 121597050 121597069 121597123 121597165 121597166 121597174 121597189 121597225 121597279 121597297 121597382 121597410 121597436 121597443 121597470 121597498 121597500 121597517 121597524 121597573 121597584 121597608 121597613 121597662 121597688 121597754 121597793 121597809 121597814 121597921 121597927 121597934 121597943 121597964 121597965 121598001 121598005 121598020 121598090 121598113 121598118 121598162 121598178
174	NC_008785	121598188 121598192 121598196 121598228 121598250 121598263 121598265 121598274 121598304 121598311 121598312 121598347 121598357 121598379 121598384 121598396 121598404 121598445 121598533 121598555 121598558 121598562 121598564 121598584 121598589 121598602 121598651 121598666 121598704 121598764 121598778 121598796 121598800 121598803 121598843 121598864 121598868 121598875 121598936 121598974 121598979 121598985 121599037 121599052 121599071 121599077 121599109 121599128 121599160 121599176 121599206 121599215 121599224 121599235 121599240 121599265 121599290 121599306 121599307 121599323 121599330 121599338 121599347 121599357 121599367 121599375 121599386 121599400 121599464 121599468 121599508 121599520 121599560 121599583 121599584 121599644 121599696 121599700 121599707 121599731 121599736 121599742 121599769 121599780 121599792 121599807 121599813 121599821 121599855 121599870 121599877 121599892 121599914 121599915 121599932 121599954 121599990 121600002 121600017 121600019 121600056 121600136 121600187 121600193 121600201 121600215 121600262 121600291 121600292 121600294 121600300 121600343 121600396 121600401 121600419 121600422 121600424 121600466 121600513 121600524 121600610 121600613 121600634 121600648 121600660 121600684 121600717 121600726 121600769 121600782 121600786 121600790 121600828 121600839 121600842 121600843 121600860 121600873 121600906 121600926 121600941 121600953 121601034 121601038 121601045 121601061 121601070 121601112 121601184 121601205 121601210 121601242 121601245 121601258 121601268 121601312 121601324 121601334 121601352 121601366 121601367 121601418 121601431 121601432 121601441 121601466 121601467 121601499 121601520 121601555 121601578 121601620 121601624 121601631
24	NC_008789	121997131 121997223 121997412 121997413 121997416 121997541 121997544 121997558 121997561 121997576 121997934 121997935 121997936 121997939 121997992 121998065 121998073 121998075 121998087 121998175 121998233 121998438 121998882 121999023
64	NC_010084	161523195 161523196 161523198 161523369 161523377 161523468 161523469 161523484 161523536 161523675 161523680 161523826 161523917 161523968 161524055 161524088 161524090 161524340 161524341 161524343 161524363 161524511 161524512 161524630 161524631 161524834 161524848 161524913 161524914 161524916 161524935 161524967 161524983 161525006 161525408 161525449 161525450 161525451 161525452 161525453 161525459 161525460 161525465 161525467 161525468 161525567 161525568 161525591 161525637 161525641 161525680 161525681 161525781 161525783 161525845 161525894 161525896 161525976 161525981 161526105 161526107 161526108 161526214 161526251
63	NC_015703	338209553 338209701 338209763 338209897 338210118 338210168 338210204 338210254 338210450 338210569 338210588 338210655 338210695 338210771 338210829 338210974 338210987 338211235 338211422 338211717 338211992 338212042 338212347 338212459 338212460 338212691 338212739 338212750 338212778 338212791 338212944 338213181 338213351 338213352 338213371 338213372 338213392 338213415 338213424 338213438 338213649 338213693 338213707 338213742 338213743 338213754 338213756 338213772 338214281 338214357 338214397 338214399 338214428 338214444 338214445 338214450 338214459 338214510 338214513 338214559 338214651 338214655 338214693
3	NC_008383	116255075 116255117 116255155
